Neighbourhood,From_Date,To_Date,Crime_Code,Crime_Type,Ward,City,FID
Brookside,2017-02-15T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,239
Brookside,2017-02-26T00:00:00.000Z,2017-02-27T00:00:00.000Z,2140,THEFT OTH <$5000,3,Fredericton,240
Brookside,2017-03-03T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,241
Brookside,2017-02-26T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,242
Brookside,2017-03-01T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,243
Brookside,2017-03-10T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,244
Brookside,2017-03-15T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,245
Brookside,2017-04-06T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,246
Brookside,2017-04-01T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,247
Brookside,2017-04-05T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,248
Brookside,2017-04-08T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,249
Brookside,2017-04-15T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,250
Brookside,2017-05-13T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,251
Brookside,2017-05-15T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,252
Marysville,2017-02-24T00:00:00.000Z,2017-02-26T00:00:00.000Z,2142,THEFT FROM MV < $5000,5,Fredericton,253
Brookside,2017-05-25T00:00:00.000Z,2017-05-25T00:00:00.000Z,2140,THEFT OTH <$5000,3,Fredericton,254
Brookside,2017-05-27T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,255
Brookside,2017-05-30T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,256
Brookside,2017-06-04T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,257
Brookside,2017-06-12T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,258
Brookside,2017-06-29T00:00:00.000Z,2017-06-29T00:00:00.000Z,2140,THEFT OTH <$5000,3,Fredericton,259
Brookside,2017-06-26T00:00:00.000Z,2017-06-30T00:00:00.000Z,2140,THEFT OTH <$5000,3,Fredericton,260
Brookside,2017-07-16T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,261
Brookside,2017-07-17T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,262
Brookside,2017-07-22T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,263
Brookside,2017-08-06T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,264
Brookside,2017-08-11T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,265
Brookside,2017-08-31T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,266
Brookside,2017-09-08T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,267
Brookside,2017-09-27T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,268
Brookside,2017-09-27T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,269
Brookside,2017-09-29T00:00:00.000Z,2017-09-29T00:00:00.000Z,2140,THEFT OTH <$5000,3,Fredericton,270
Brookside,2017-09-29T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,271
Brookside,2017-10-10T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,272
Brookside,2017-10-12T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,273
Brookside,2017-10-13T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,274
Brookside,2017-10-19T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,275
Brookside,2017-10-18T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,276
Douglas,2017-07-02T00:00:00.000Z,2017-07-03T00:00:00.000Z,2135,MOTOR VEH THEFT,1,Fredericton,277
Douglas,2017-09-29T00:00:00.000Z,2017-09-30T00:00:00.000Z,2135,MOTOR VEH THEFT,1,Fredericton,278
Douglas,2017-07-06T00:00:00.000Z,2017-07-06T00:00:00.000Z,2142,THEFT FROM MV < $5000,1,Fredericton,279
McLeod Hill,2017-07-10T00:00:00.000Z,,2135,MOTOR VEH THEFT,2,Fredericton,280
McLeod Hill,2017-07-11T00:00:00.000Z,,2142,THEFT FROM MV < $5000,2,Fredericton,281
McLeod Hill,2017-10-11T00:00:00.000Z,2017-10-12T00:00:00.000Z,2142,THEFT FROM MV < $5000,2,Fredericton,282
Marysville,2017-04-26T00:00:00.000Z,,2110,ARSON,5,Fredericton,283
Marysville,2017-02-11T00:00:00.000Z,2017-02-12T00:00:00.000Z,2120,B&E NON-RESIDNCE,5,Fredericton,284
Marysville,2017-06-25T00:00:00.000Z,2017-06-26T00:00:00.000Z,2120,B&E OTHER,5,Fredericton,285
Marysville,2017-07-28T00:00:00.000Z,2017-07-30T00:00:00.000Z,2120,B&E OTHER,5,Fredericton,286
Marysville,2017-05-02T00:00:00.000Z,2017-05-12T00:00:00.000Z,2120,B&E RESIDENCE,0,Fredericton,287
Marysville,2017-06-09T00:00:00.000Z,,2120,B&E RESIDENCE,5,Fredericton,288
Marysville,2017-09-20T00:00:00.000Z,2017-09-24T00:00:00.000Z,2120,B&E RESIDENCE,5,Fredericton,289
Marysville,2017-09-27T00:00:00.000Z,,2120,B&E RESIDENCE,5,Fredericton,290
Marysville,2017-10-13T00:00:00.000Z,,2120,B&E RESIDENCE,5,Fredericton,291
Marysville,2017-03-08T00:00:00.000Z,,2170,MISCHIEF TO PROP,5,Fredericton,292
Marysville,2017-05-07T00:00:00.000Z,2017-05-08T00:00:00.000Z,2170,MISCHIEF TO PROP,5,Fredericton,293
Marysville,2017-05-07T00:00:00.000Z,2017-05-08T00:00:00.000Z,2170,MISCHIEF TO PROP,5,Fredericton,294
Marysville,2017-06-21T00:00:00.000Z,2017-06-21T00:00:00.000Z,2170,MISCHIEF TO PROP,5,Fredericton,295
Marysville,2017-06-25T00:00:00.000Z,,2170,MISCHIEF TO PROP,5,Fredericton,296
Marysville,2017-06-26T00:00:00.000Z,,2170,MISCHIEF TO PROP,5,Fredericton,297
Marysville,2017-07-23T00:00:00.000Z,,2170,MISCHIEF TO PROP,5,Fredericton,298
Marysville,2017-09-03T00:00:00.000Z,2017-09-04T00:00:00.000Z,2170,MISCHIEF TO PROP,5,Fredericton,299
Marysville,2017-02-15T00:00:00.000Z,,2135,MOTOR VEH THEFT,5,Fredericton,300
Marysville,2017-08-24T00:00:00.000Z,,2140,THEFT BIKE<$5000,5,Fredericton,301
Marysville,2017-02-04T00:00:00.000Z,2017-02-04T00:00:00.000Z,2142,THEFT FROM MV < $5000,0,Fredericton,302
Marysville,2017-03-26T00:00:00.000Z,2017-03-26T00:00:00.000Z,2142,THEFT FROM MV < $5000,5,Fredericton,303
Marysville,2017-04-26T00:00:00.000Z,2017-04-27T00:00:00.000Z,2142,THEFT FROM MV < $5000,5,Fredericton,304
Marysville,2017-05-31T00:00:00.000Z,2017-06-01T00:00:00.000Z,2142,THEFT FROM MV < $5000,5,Fredericton,305
Marysville,2017-09-03T00:00:00.000Z,2017-09-03T00:00:00.000Z,2142,THEFT FROM MV < $5000,5,Fredericton,306
Marysville,2017-09-03T00:00:00.000Z,2017-09-03T00:00:00.000Z,2142,THEFT FROM MV < $5000,5,Fredericton,307
Marysville,2017-09-02T00:00:00.000Z,2017-09-03T00:00:00.000Z,2142,THEFT FROM MV < $5000,5,Fredericton,308
Marysville,2017-08-21T00:00:00.000Z,2017-08-25T00:00:00.000Z,2142,THEFT FROM MV < $5000,5,Fredericton,309
Marysville,2017-02-18T00:00:00.000Z,,2140,THEFT OTH <$5000,5,Fredericton,310
Marysville,2017-02-15T00:00:00.000Z,,2140,THEFT OTH <$5000,5,Fredericton,311
Marysville,2017-03-16T00:00:00.000Z,,2140,THEFT OTH <$5000,5,Fredericton,312
Marysville,2017-04-29T00:00:00.000Z,,2140,THEFT OTH <$5000,5,Fredericton,313
Marysville,2017-04-01T00:00:00.000Z,2017-04-02T00:00:00.000Z,2140,THEFT OTH <$5000,5,Fredericton,314
Marysville,2017-05-05T00:00:00.000Z,2017-05-07T00:00:00.000Z,2140,THEFT OTH <$5000,5,Fredericton,315
Marysville,2017-06-14T00:00:00.000Z,2017-06-14T00:00:00.000Z,2140,THEFT OTH <$5000,5,Fredericton,316
Marysville,2017-07-18T00:00:00.000Z,2017-07-19T00:00:00.000Z,2140,THEFT OTH <$5000,5,Fredericton,317
Marysville,2017-07-28T00:00:00.000Z,,2140,THEFT OTH <$5000,5,Fredericton,318
Marysville,2017-10-06T00:00:00.000Z,2017-10-06T00:00:00.000Z,2140,THEFT OTH <$5000,5,Fredericton,319
Saint Mary's First Nation,2017-02-04T00:00:00.000Z,,2120,B&E RESIDENCE,3,Fredericton,320
Saint Mary's First Nation,2017-03-12T00:00:00.000Z,,2170,MISCHIEF TO PROP,3,Fredericton,321
Saint Mary's First Nation,2017-05-22T00:00:00.000Z,,2170,MISCHIEF TO PROP,4,Fredericton,322
Saint Mary's First Nation,2017-06-03T00:00:00.000Z,2017-06-03T00:00:00.000Z,2170,MISCHIEF TO PROP,3,Fredericton,323
Saint Mary's First Nation,2017-07-14T00:00:00.000Z,2017-07-14T00:00:00.000Z,2170,MISCHIEF TO PROP,3,Fredericton,324
Saint Mary's First Nation,2017-07-17T00:00:00.000Z,,2170,MISCHIEF TO PROP,3,Fredericton,325
Saint Mary's First Nation,2017-08-04T00:00:00.000Z,2017-08-04T00:00:00.000Z,2170,MISCHIEF TO PROP,3,Fredericton,326
Saint Mary's First Nation,2017-04-12T00:00:00.000Z,,2135,MOTOR VEH THEFT,3,Fredericton,327
Saint Mary's First Nation,2017-05-27T00:00:00.000Z,2017-05-28T00:00:00.000Z,2135,MOTOR VEH THEFT,3,Fredericton,328
Saint Mary's First Nation,2017-09-23T00:00:00.000Z,2017-09-26T00:00:00.000Z,2135,MOTOR VEH THEFT,3,Fredericton,329
Saint Mary's First Nation,2017-08-11T00:00:00.000Z,2017-08-11T00:00:00.000Z,2140,THEFT BIKE<$5000,4,Fredericton,330
Saint Mary's First Nation,2017-07-02T00:00:00.000Z,2017-07-03T00:00:00.000Z,2142,THEFT FROM MV < $5000,3,Fredericton,331
Saint Mary's First Nation,2017-01-18T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,332
Saint Mary's First Nation,2017-02-01T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,333
Saint Mary's First Nation,2017-02-22T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,334
Saint Mary's First Nation,2017-02-23T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,335
Saint Mary's First Nation,2017-02-28T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,336
Saint Mary's First Nation,2017-04-08T00:00:00.000Z,2017-04-08T00:00:00.000Z,2140,THEFT OTH <$5000,3,Fredericton,337
Saint Mary's First Nation,2017-05-02T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,338
Saint Mary's First Nation,2017-05-10T00:00:00.000Z,2017-05-12T00:00:00.000Z,2140,THEFT OTH <$5000,3,Fredericton,339
Saint Mary's First Nation,2017-07-23T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,340
Saint Mary's First Nation,2017-08-15T00:00:00.000Z,2017-08-16T00:00:00.000Z,2140,THEFT OTH <$5000,3,Fredericton,341
Saint Mary's First Nation,2017-08-28T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,342
Saint Mary's First Nation,2017-08-28T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,343
Saint Mary's First Nation,2017-09-13T00:00:00.000Z,,2140,THEFT OTH <$5000,3,Fredericton,344
Sandyville,2017-05-14T00:00:00.000Z,2017-05-17T00:00:00.000Z,2120,B&E OTHER,5,Fredericton,345
Sandyville,2017-06-16T00:00:00.000Z,2017-06-17T00:00:00.000Z,2120,B&E OTHER,5,Fredericton,346
Sandyville,2017-06-20T00:00:00.000Z,2017-06-22T00:00:00.000Z,2120,B&E RESIDENCE,5,Fredericton,347
Sandyville,2017-08-30T00:00:00.000Z,2017-08-30T00:00:00.000Z,2120,B&E RESIDENCE,5,Fredericton,348
Sandyville,2017-09-24T00:00:00.000Z,2017-09-25T00:00:00.000Z,2170,MISCHIEF TO PROP,5,Fredericton,349
Sandyville,2017-02-03T00:00:00.000Z,2017-02-03T00:00:00.000Z,2142,THEFT FROM MV < $5000,5,Fredericton,350
Nashwaaksis,2017-06-19T00:00:00.000Z,,2170,MISCHIEF TO PROP,1,Fredericton,351
Nashwaaksis,2017-07-06T00:00:00.000Z,2017-07-08T00:00:00.000Z,2170,MISCHIEF TO PROP,1,Fredericton,352
Nashwaaksis,2017-08-30T00:00:00.000Z,2017-08-30T00:00:00.000Z,2170,MISCHIEF TO PROP,1,Fredericton,353
Nashwaaksis,2017-07-15T00:00:00.000Z,,2135,MOTOR VEH THEFT,1,Fredericton,354
Nashwaaksis,2017-06-08T00:00:00.000Z,2017-06-09T00:00:00.000Z,2142,THEFT FROM MV < $5000,1,Fredericton,355
Nashwaaksis,2017-06-14T00:00:00.000Z,2017-06-15T00:00:00.000Z,2142,THEFT FROM MV < $5000,1,Fredericton,356
Nashwaaksis,2017-07-02T00:00:00.000Z,2017-07-03T00:00:00.000Z,2142,THEFT FROM MV < $5000,1,Fredericton,357
Nashwaaksis,2017-07-02T00:00:00.000Z,2017-07-03T00:00:00.000Z,2142,THEFT FROM MV < $5000,1,Fredericton,358
Nashwaaksis,2017-06-18T00:00:00.000Z,2017-07-02T00:00:00.000Z,2142,THEFT FROM MV < $5000,1,Fredericton,359
Nashwaaksis,2017-07-08T00:00:00.000Z,2017-07-09T00:00:00.000Z,2142,THEFT FROM MV < $5000,1,Fredericton,360
Nashwaaksis,2017-08-29T00:00:00.000Z,2017-08-30T00:00:00.000Z,2142,THEFT FROM MV < $5000,1,Fredericton,361
Nashwaaksis,2017-08-29T00:00:00.000Z,2017-08-30T00:00:00.000Z,2142,THEFT FROM MV < $5000,1,Fredericton,362
Nashwaaksis,2017-08-29T00:00:00.000Z,2017-08-30T00:00:00.000Z,2142,THEFT FROM MV < $5000,1,Fredericton,363
Nashwaaksis,2017-04-21T00:00:00.000Z,,2132,THEFT FROM MV > $5000,1,Fredericton,364
Nashwaaksis,2017-02-20T00:00:00.000Z,2017-02-22T00:00:00.000Z,2140,THEFT OTH <$5000,1,Fredericton,365
Nashwaaksis,2017-04-13T00:00:00.000Z,,2140,THEFT OTH <$5000,1,Fredericton,366
Nashwaaksis,2017-10-21T00:00:00.000Z,,2140,THEFT OTH <$5000,1,Fredericton,367
West Hills,2017-07-15T00:00:00.000Z,,2120,B&E OTHER,1,Fredericton,368
West Hills,2017-09-15T00:00:00.000Z,2017-09-15T00:00:00.000Z,2120,B&E RESIDENCE,1,Fredericton,369
West Hills,2017-09-15T00:00:00.000Z,,2170,MISCHIEF TO PROP,1,Fredericton,370
West Hills,2017-09-16T00:00:00.000Z,2017-09-17T00:00:00.000Z,2170,MISCHIEF TO PROP,1,Fredericton,371
West Hills,2017-02-20T00:00:00.000Z,,2140,THEFT OTH <$5000,2,Fredericton,372
Northbrook Heights,2017-07-27T00:00:00.000Z,,2120,B&E RESIDENCE,2,Fredericton,373
Northbrook Heights,2017-10-10T00:00:00.000Z,,2120,B&E RESIDENCE,2,Fredericton,374
Northbrook Heights,2017-03-11T00:00:00.000Z,,2170,MISCHIEF TO PROP,2,Fredericton,375
Northbrook Heights,2017-03-11T00:00:00.000Z,,2170,MISCHIEF TO PROP,2,Fredericton,376
Northbrook Heights,2017-10-10T00:00:00.000Z,,2135,MOTOR VEH THEFT,2,Fredericton,377
Northbrook Heights,2017-07-27T00:00:00.000Z,2017-07-27T00:00:00.000Z,2142,THEFT FROM MV < $5000,2,Fredericton,378
Northbrook Heights,2017-10-10T00:00:00.000Z,2017-10-10T00:00:00.000Z,2142,THEFT FROM MV < $5000,2,Fredericton,379
Northbrook Heights,2017-10-09T00:00:00.000Z,2017-10-10T00:00:00.000Z,2142,THEFT FROM MV < $5000,1,Fredericton,380
Northbrook Heights,2017-10-09T00:00:00.000Z,2017-10-10T00:00:00.000Z,2142,THEFT FROM MV < $5000,2,Fredericton,381
Northbrook Heights,2017-10-10T00:00:00.000Z,2017-10-10T00:00:00.000Z,2142,THEFT FROM MV < $5000,2,Fredericton,382
Brookside Mini Home Park,2017-03-18T00:00:00.000Z,,2121,B&E STEAL FIREAR,2,Fredericton,383
Brookside Mini Home Park,2017-05-30T00:00:00.000Z,,2170,MISCHIEF TO PROP,1,Fredericton,384
Brookside Mini Home Park,2017-07-11T00:00:00.000Z,,2170,MISCHIEF TO PROP,2,Fredericton,385
Brookside Mini Home Park,2017-09-15T00:00:00.000Z,,2170,MISCHIEF TO PROP,2,Fredericton,386
Brookside Mini Home Park,2017-09-12T00:00:00.000Z,2017-09-13T00:00:00.000Z,2135,MOTOR VEH THEFT,2,Fredericton,387
Heron Springs,2017-07-27T00:00:00.000Z,2017-07-27T00:00:00.000Z,2120,B&E RESIDENCE,2,Fredericton,388
Heron Springs,2017-05-07T00:00:00.000Z,2017-05-08T00:00:00.000Z,2142,THEFT FROM MV < $5000,2,Fredericton,389
Heron Springs,2017-07-26T00:00:00.000Z,,2142,THEFT FROM MV < $5000,2,Fredericton,390
Royal Road,2017-07-10T00:00:00.000Z,2017-07-11T00:00:00.000Z,2120,B&E NON-RESIDNCE,2,Fredericton,391
Royal Road,2017-07-10T00:00:00.000Z,2017-07-13T00:00:00.000Z,2120,B&E NON-RESIDNCE,2,Fredericton,392
Royal Road,2017-08-07T00:00:00.000Z,,2120,B&E NON-RESIDNCE,2,Fredericton,393
Royal Road,2017-07-07T00:00:00.000Z,2017-07-08T00:00:00.000Z,2120,B&E OTHER,2,Fredericton,394
Royal Road,2017-07-25T00:00:00.000Z,,2120,B&E OTHER,2,Fredericton,395
Royal Road,2017-07-06T00:00:00.000Z,2017-07-07T00:00:00.000Z,2120,B&E RESIDENCE,2,Fredericton,396
Royal Road,2017-07-25T00:00:00.000Z,,2120,B&E RESIDENCE,2,Fredericton,397
Fulton Heights,2017-02-08T00:00:00.000Z,,2120,B&E NON-RESIDNCE,3,Fredericton,398
Fulton Heights,2017-04-16T00:00:00.000Z,,2120,B&E RESIDENCE,2,Fredericton,399
Fulton Heights,2017-03-22T00:00:00.000Z,2017-03-25T00:00:00.000Z,2120,B&E RESIDENCE,3,Fredericton,400
Downtown,2017-01-13T00:00:00.000Z,2017-01-14T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,401
Downtown,2017-04-02T00:00:00.000Z,2017-04-03T00:00:00.000Z,2142,THEFT FROM MV < $5000,11,Fredericton,402
Downtown,2017-04-12T00:00:00.000Z,,2142,THEFT FROM MV < $5000,11,Fredericton,403
Downtown,2017-05-13T00:00:00.000Z,2017-05-14T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,404
Downtown,2017-05-14T00:00:00.000Z,2017-05-15T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,405
Downtown,2017-05-25T00:00:00.000Z,2017-05-26T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,406
Main Street,2017-06-15T00:00:00.000Z,2017-06-19T00:00:00.000Z,2140,THEFT OTH <$5000,2,Fredericton,407
Fulton Heights,2017-07-04T00:00:00.000Z,2017-07-05T00:00:00.000Z,2120,B&E RESIDENCE,3,Fredericton,408
Downtown,2017-05-25T00:00:00.000Z,2017-05-26T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,409
Main Street,2017-05-15T00:00:00.000Z,,2170,MISCHIEF TO PROP,2,Fredericton,410
Downtown,2017-05-26T00:00:00.000Z,2017-05-26T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,411
Downtown,2017-06-07T00:00:00.000Z,2017-06-08T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,412
Downtown,2017-06-07T00:00:00.000Z,2017-06-08T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,413
Downtown,2017-06-07T00:00:00.000Z,2017-06-08T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,414
Downtown,2017-07-06T00:00:00.000Z,,2142,THEFT FROM MV < $5000,10,Fredericton,415
Downtown,2017-07-26T00:00:00.000Z,2017-07-27T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,416
Downtown,2017-08-10T00:00:00.000Z,2017-08-11T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,417
Downtown,2017-08-18T00:00:00.000Z,2017-08-19T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,418
Downtown,2017-08-20T00:00:00.000Z,2017-08-20T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,419
Downtown,2017-08-24T00:00:00.000Z,,2142,THEFT FROM MV < $5000,10,Fredericton,420
Downtown,2017-08-26T00:00:00.000Z,2017-08-26T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,421
Downtown,2017-08-27T00:00:00.000Z,2017-08-28T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,422
Downtown,2017-09-16T00:00:00.000Z,2017-09-24T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,423
Downtown,2017-01-08T00:00:00.000Z,2017-01-08T00:00:00.000Z,2140,THEFT OTH <$5000,10,Fredericton,424
Downtown,2017-01-11T00:00:00.000Z,2017-01-11T00:00:00.000Z,2140,THEFT OTH <$5000,10,Fredericton,425
Downtown,2017-01-11T00:00:00.000Z,2017-01-11T00:00:00.000Z,2140,THEFT OTH <$5000,10,Fredericton,426
Downtown,2017-01-12T00:00:00.000Z,,2140,THEFT OTH <$5000,10,Fredericton,427
Downtown,2017-01-16T00:00:00.000Z,,2140,THEFT OTH <$5000,10,Fredericton,428
Downtown,2017-01-29T00:00:00.000Z,2017-01-29T00:00:00.000Z,2140,THEFT OTH <$5000,11,Fredericton,429
Downtown,2017-01-27T00:00:00.000Z,,2140,THEFT OTH <$5000,10,Fredericton,430
Downtown,2017-02-06T00:00:00.000Z,,2140,THEFT OTH <$5000,10,Fredericton,431
Downtown,2017-02-05T00:00:00.000Z,,2140,THEFT OTH <$5000,10,Fredericton,432
Downtown,2017-02-10T00:00:00.000Z,2017-02-11T00:00:00.000Z,2140,THEFT OTH <$5000,10,Fredericton,433
Downtown,2017-02-27T00:00:00.000Z,2017-02-27T00:00:00.000Z,2140,THEFT OTH <$5000,11,Fredericton,434
Downtown,2017-02-28T00:00:00.000Z,,2140,THEFT OTH <$5000,11,Fredericton,435
Downtown,2017-03-04T00:00:00.000Z,,2140,THEFT OTH <$5000,10,Fredericton,436
Downtown,2017-04-07T00:00:00.000Z,,2140,THEFT OTH <$5000,10,Fredericton,437
Downtown,2017-04-17T00:00:00.000Z,,2140,THEFT OTH <$5000,11,Fredericton,438
Downtown,2017-04-17T00:00:00.000Z,,2140,THEFT OTH <$5000,11,Fredericton,439
Downtown,2017-04-28T00:00:00.000Z,,2140,THEFT OTH <$5000,10,Fredericton,440
Downtown,2017-05-13T00:00:00.000Z,,2140,THEFT OTH <$5000,10,Fredericton,441
Downtown,2017-05-18T00:00:00.000Z,,2140,THEFT OTH <$5000,11,Fredericton,442
Downtown,2017-05-27T00:00:00.000Z,,2140,THEFT OTH <$5000,11,Fredericton,443
Downtown,2017-07-01T00:00:00.000Z,,2140,THEFT OTH <$5000,10,Fredericton,444
Downtown,2017-07-01T00:00:00.000Z,,2140,THEFT OTH <$5000,10,Fredericton,445
Downtown,2017-07-02T00:00:00.000Z,,2140,THEFT OTH <$5000,10,Fredericton,446
Downtown,2017-07-09T00:00:00.000Z,,2140,THEFT OTH <$5000,10,Fredericton,447
Downtown,2017-07-17T00:00:00.000Z,,2140,THEFT OTH <$5000,10,Fredericton,448
Downtown,2017-07-17T00:00:00.000Z,2017-07-17T00:00:00.000Z,2140,THEFT OTH <$5000,10,Fredericton,449
Downtown,2017-07-16T00:00:00.000Z,2017-07-18T00:00:00.000Z,2140,THEFT OTH <$5000,10,Fredericton,450
Downtown,2017-07-14T00:00:00.000Z,2017-07-20T00:00:00.000Z,2140,THEFT OTH <$5000,11,Fredericton,451
Downtown,2017-07-19T00:00:00.000Z,2017-07-20T00:00:00.000Z,2140,THEFT OTH <$5000,10,Fredericton,452
Downtown,2017-07-20T00:00:00.000Z,2017-07-20T00:00:00.000Z,2140,THEFT OTH <$5000,11,Fredericton,453
Downtown,2017-04-21T00:00:00.000Z,,2120,B&E NON-RESIDNCE,10,Fredericton,454
Downtown,2017-05-29T00:00:00.000Z,,2120,B&E NON-RESIDNCE,10,Fredericton,455
Downtown,2017-07-15T00:00:00.000Z,,2120,B&E NON-RESIDNCE,11,Fredericton,456
Downtown,2017-09-19T00:00:00.000Z,,2120,B&E NON-RESIDNCE,11,Fredericton,457
Downtown,2017-01-11T00:00:00.000Z,2017-01-11T00:00:00.000Z,2120,B&E RESIDENCE,11,Fredericton,458
Downtown,2017-05-07T00:00:00.000Z,,2120,B&E RESIDENCE,11,Fredericton,459
Downtown,2017-05-13T00:00:00.000Z,2017-05-14T00:00:00.000Z,2120,B&E RESIDENCE,10,Fredericton,460
Downtown,2017-01-30T00:00:00.000Z,2017-01-31T00:00:00.000Z,2170,MISCHIEF TO PROP,10,Fredericton,461
Downtown,2017-01-29T00:00:00.000Z,2017-01-30T00:00:00.000Z,2170,MISCHIEF TO PROP,10,Fredericton,462
Downtown,2017-01-27T00:00:00.000Z,2017-02-01T00:00:00.000Z,2170,MISCHIEF TO PROP,10,Fredericton,463
Downtown,2017-02-05T00:00:00.000Z,,2170,MISCHIEF TO PROP,10,Fredericton,464
Downtown,2017-02-06T00:00:00.000Z,,2170,MISCHIEF TO PROP,10,Fredericton,465
Main Street,2017-07-07T00:00:00.000Z,,2140,THEFT OTH <$5000,2,Fredericton,466
Downtown,2017-02-14T00:00:00.000Z,,2170,MISCHIEF TO PROP,11,Fredericton,467
Fulton Heights,2017-07-14T00:00:00.000Z,2017-07-14T00:00:00.000Z,2120,B&E RESIDENCE,3,Fredericton,468
Main Street,2017-05-18T00:00:00.000Z,2017-06-08T00:00:00.000Z,2170,MISCHIEF TO PROP,3,Fredericton,469
Main Street,2017-07-29T00:00:00.000Z,2017-07-29T00:00:00.000Z,2140,THEFT OTH <$5000,3,Fredericton,470
Downtown,2017-02-25T00:00:00.000Z,,2170,MISCHIEF TO PROP,10,Fredericton,471
Downtown,2017-02-27T00:00:00.000Z,2017-02-28T00:00:00.000Z,2170,MISCHIEF TO PROP,10,Fredericton,472
Downtown,2017-03-09T00:00:00.000Z,,2170,MISCHIEF TO PROP,10,Fredericton,473
Downtown,2017-04-01T00:00:00.000Z,,2170,MISCHIEF TO PROP,10,Fredericton,474
Downtown,2017-04-14T00:00:00.000Z,,2170,MISCHIEF TO PROP,11,Fredericton,475
Downtown,2017-05-09T00:00:00.000Z,,2170,MISCHIEF TO PROP,10,Fredericton,476
Downtown,2017-05-10T00:00:00.000Z,,2170,MISCHIEF TO PROP,11,Fredericton,477
Downtown,2017-05-12T00:00:00.000Z,2017-05-15T00:00:00.000Z,2170,MISCHIEF TO PROP,10,Fredericton,478
Downtown,2017-05-16T00:00:00.000Z,,2170,MISCHIEF TO PROP,10,Fredericton,479
Downtown,2017-05-21T00:00:00.000Z,,2170,MISCHIEF TO PROP,11,Fredericton,480
